"קוד עיר","שם עיר","קוד רחוב","שם רחוב"
"7000","לוד","25","שזיף"
"7000","לוד","32","תפוח"
"7000","לוד","67","השומרונים"
"7000","לוד","68","בלום לאון"
"7000","לוד","69","טולידנו"
"7000","לוד","70","רח` נ""ו"
"7000","לוד","71","בר אילן"
"7000","לוד","72","הרב קוק"
"7000","לוד","73","ברנר יוסף חיים"
"7000","לוד","74","שד` צה""ל"
"7000","לוד","75","כהן מיכאל"
"7000","לוד","76","מס דני"
"7000","לוד","61","ויגודסקי עמוס"
"7000","לוד","62","החשמונאים"
"7000","לוד","63","מודיעין"
"7000","לוד","64","פינלס"
"7000","לוד","65","שטיינברג"
"7000","לוד","66","פלומניק יעקב"
"7000","לוד","4","פדרו"
"7000","לוד","86","אלי כהן"
"7000","לוד","87","שלום עליכם"
"7000","לוד","88","גוטמן אריה"
"7000","לוד","89","אוסישקין מנחם"
"7000","לוד","90","אבו חצירא"
"7000","לוד","91","שניאור זלמן"
"7000","לוד","92","אנה פרנק"
"7000","לוד","77","הכובשים"
"7000","לוד","78","ככר העצמאות"
"7000","לוד","79","טרפון"
"7000","לוד","80","רבי עקיבא"
"7000","לוד","81","רמב""ם"
"7000","לוד","82","סנש חנה"
"7000","לוד","99","גרטבול גדעון"
"7000","לוד","100","אלבז נתן"
"7000","לוד","101","בורוכוב דב"
"7000","לוד","102","השחרור"
"7000","לוד","103","א""ד גורדון"
"7000","לוד","104","גולומב אליהו"
"7000","לוד","105","ח""נ ביאליק"
"7000","לוד","106","דיין דבורה"
"7000","לוד","107","רח` כ""ו"
"7000","לוד","108","רח` מ""ס"
"7000","לוד","93","כהן יעקב"
"7000","לוד","339","שד' מיכה רייסר"
"7000","לוד","347","קוטנר"
"7000","לוד","341","המסגר"
"7000","לוד","342","היוצרים"
"7000","לוד","346","הצורפים"
"7000","לוד","345","לא פעיל"
"7000","לוד","344","כלא גבעון"
"7000","לוד","343","רמת אשכול"
"7000","לוד","285","חט` הראל"
"7000","לוד","286","שוק עירוני"
"7000","לוד","287","הרכבת"
"7000","לוד","288","שניר"
"7000","לוד","289","כליל החורש"
"7000","לוד","138","רח` ס""ב"
"7000","לוד","139","רח` נ""ט"
"7000","לוד","140","רח` ס""א"
"7000","לוד","125","מורדי הגטאות"
"7000","לוד","126","פינסקר"
"7000","לוד","127","קלוזנר יוסף"
"7000","לוד","128","הרב טייב"
"7000","לוד","129","נורדאו מקס"
"7000","לוד","130","להמן"
"7000","לוד","262","סלמה שלמה"
"7000","לוד","263","רח` מ""ח"
"7000","לוד","264","חללי אגדיר"
"7000","לוד","265","הארבעים ושלשה"
"7000","לוד","266","טשרניחובסקי"
"7000","לוד","267","בית""ר"
"7000","לוד","268","רח` מ""ז"
"7000","לוד","269","עולי הגרדום"
"7000","לוד","270","גרץ"
"7000","לוד","271","דובנוב"
"7000","לוד","260","יודפת"
"7000","לוד","261","הרצל"
"7000","לוד","272","אריה רובין"
"7000","לוד","273","המלאכה"
"7000","לוד","274","ויליאם רוזנוולד"
"7000","לוד","275","חדיד ואונו"
"7000","לוד","276","דם המכבים"
"7000","לוד","277","ליבנה"
"7000","לוד","278","הפרחים"
"7000","לוד","279","אמנון ותמר"
"7000","לוד","280","יחזקאל"
"7000","לוד","281","אליעזר"
"7000","לוד","282","שד` פרימן"
"7000","לוד","283","אבישי אלשוילי"
"7000","לוד","284","הלני המלכה"
"7000","לוד","290","הציפורן"
"7000","לוד","291","קהילת דטרויט"
"7000","לוד","292","רח` ס""ט"
"7000","לוד","293","עקיבא"
"7000","לוד","294","הגר"
"7000","לוד","295","חבד"
"7000","לוד","296","שרת משה"
"7000","לוד","297","דרך נופי חמד"
"7000","לוד","94","לב פסח"
"7000","לוד","95","העמלים"
"7000","לוד","96","זפרני אלברט"
"7000","לוד","97","הבעל שם טוב"
"7000","לוד","98","איסמאילוב לוי"
"7000","לוד","115","ככר הפלמ""ח"
"7000","לוד","116","מסדה"
"7000","לוד","326","ביבארס"
"7000","לוד","327","רח` נ""ח"
"7000","לוד","335","יסמין"
"7000","לוד","336","הברדלסים"
"7000","לוד","337","אל מוקדסי"
"7000","לוד","2","הלוחם היהודי"
"7000","לוד","3","יואב דעי"
"7000","לוד","334","בן ארי לירן"
"7000","לוד","243","אחימאיר אבא"
"7000","לוד","229","סטרומה"
"7000","לוד","234","טויטו"
"7000","לוד","250","חיל הים"
"7000","לוד","251","אקסודוס"
"7000","לוד","252","יריחו"
"7000","לוד","253","חללי מינכן"
"7000","לוד","57","ניל""י"
"7000","לוד","58","אהרונסון"
"7000","לוד","59","בן יוסף אהרן"
"7000","לוד","60","בלפור"
"7000","לוד","103201","החשמל"
"7000","לוד","147","נוישטין פנחס"
"7000","לוד","164","ככר הקומנדו"
"7000","לוד","219","ז`בוטינסקי זאב"
"7000","לוד","235","אנילביץ מרדכי"
"7000","לוד","236","ארלוזורוב חיים"
"7000","לוד","237","גנרל לקלרק"
"7000","לוד","238","ארן זלמן"
"7000","לוד","307","חללי אגוז"
"7000","לוד","309","סלוניקי שמואל"
"7000","לוד","310","שושן"
"7000","לוד","311","צמרות"
"7000","לוד","312","ארבע עונות"
"7000","לוד","299","נירים"
"7000","לוד","300","אהרון לובלין"
"7000","לוד","301","הבשור"
"7000","לוד","313","דקר"
"7000","לוד","314","האלה"
"7000","לוד","315","דרך לוד הירוקה"
"7000","לוד","316","האיילון"
"7000","לוד","323","אדמונית"
"7000","לוד","324","תלתן"
"7000","לוד","325","פיקוס"
"7000","לוד","317","סחלב"
"7000","לוד","318","ליטאני"
"7000","לוד","319","ירמוך"
"7000","לוד","320","חידקל"
"7000","לוד","321","זוויתן"
"7000","לוד","322","דן"
"7000","לוד","328","רזיאל דוד"
"7000","לוד","329","סמ` שלמה המלך"
"7000","לוד","330","רייסר מיכה"
"7000","לוד","331","אלכסנדר"
"7000","לוד","332","רח` ת""ה"
"7000","לוד","340","סלניקין"
"7000","לוד","239","גרינבוים"
"7000","לוד","240","שפירא חיים משה"
"7000","לוד","241","אילת"
"7000","לוד","242","גבריאל"
"7000","לוד","222","אלתר רחל"
"7000","לוד","223","שד` המלך דוד"
"7000","לוד","224","ביל""ו"
"7000","לוד","225","אדיסון תומס"
"7000","לוד","226","גבורי ישראל"
"7000","לוד","227","עמנואל"
"7000","לוד","228","אלישבע אשכול"
"7000","לוד","214","חזני סולומון"
"7000","לוד","215","קפלן אליעזר"
"7000","לוד","216","ההסתדרות"
"7000","לוד","217","המלך שלמה"
"7000","לוד","218","שפרינצק יוסף"
"7000","לוד","83","ספרן מאיר"
"7000","לוד","84","הס משה"
"7000","לוד","85","בת שבע"
"7000","לוד","298","המצביאים"
"7000","לוד","39","צאלון"
"7000","לוד","40","סיגלון"
"7000","לוד","41","מורן"
"7000","לוד","26","הרדוף"
"7000","לוד","148","לוזון אפרים"
"7000","לוד","149","בן אליעזר אריה"
"7000","לוד","141","יונתן נתניהו"
"7000","לוד","142","חבצלת"
"7000","לוד","56","רח` צ""ג"
"7000","לוד","17","תאנה"
"7000","לוד","18","שקד"
"7000","לוד","254","בן גוריון"
"7000","לוד","255","בן יוסף שלמה"
"7000","לוד","256","המתנדבים"
"7000","לוד","257","הציונות"
"7000","לוד","258","גושן"
"7000","לוד","259","הברושים"
"7000","לוד","244","גלעד"
"7000","לוד","245","ברק"
"7000","לוד","246","ערבה"
"7000","לוד","247","נחושתן אורי"
"7000","לוד","248","אחד עשר ביולי"
"7000","לוד","249","רוקח ישראל"
"7000","לוד","51","הנשיא"
"7000","לוד","52","סולד הנרייטה"
"7000","לוד","53","מונטיפיורי"
"7000","לוד","54","רח` צ""ב"
"7000","לוד","55","רח` צ""א"
"7000","לוד","104890","שדרות שוורץ"
"7000","לוד","103567","אבן תימיה"
"7000","לוד","104653","עומר עבד אל עזיז"
"7000","לוד","104529","הרב מרדכי אליהו"
"7000","לוד","102801","איילה"
"7000","לוד","104067","המחקר"
"7000","לוד","104255","דרך בית הדין"
"7000","לוד","104340","עות'מאן בן עפאן"
"7000","לוד","103614","יצחק רבין"
"7000","לוד","103651","אהרון בן חמו"
"7000","לוד","103681","ישראל זמורה"
"7000","לוד","103529","עלי אבו טאלב"
"7000","לוד","103316","סלאח א דין"
"7000","לוד","103194","שכונת ורדה הרכבת"
"7000","לוד","103213","חליל ג'וברן"
"7000","לוד","103259","שמיר"
"7000","לוד","103169","בן שמן"
"7000","לוד","45","החלוץ"
"7000","לוד","46","הרב עוזיאל"
"7000","לוד","47","הרצוג"
"7000","לוד","48","הרב עזריה"
"7000","לוד","49","בר כוכבא"
"7000","לוד","50","רח` ש`"
"7000","לוד","162","סמ` אחוה"
"7000","לוד","163","רח` ר""א"
"7000","לוד","165","ככר סטרומה"
"7000","לוד","150","ככר השריון"
"7000","לוד","151","עליה ב"
"7000","לוד","152","האדמו""ר האמצעי"
"7000","לוד","153","הגיא"
"7000","לוד","154","אבא הלל סילבר"
"7000","לוד","155","זיגלבאום"
"7000","לוד","172","הרב חורי חיים"
"7000","לוד","173","וגמן יששכר"
"7000","לוד","174","מזרחי אברהם"
"7000","לוד","175","חט` יפתח"
"7000","לוד","180","דרכי משה"
"7000","לוד","181","אלפעל"
"7000","לוד","166","החרמון"
"7000","לוד","167","הגלבוע"
"7000","לוד","168","הגולן"
"7000","לוד","169","מזרחי דוד"
"7000","לוד","170","דוד ברוך"
"7000","לוד","171","שורץ נתן"
"7000","לוד","188","קדושי מזריץ"
"7000","לוד","189","הרץ הנרי"
"7000","לוד","190","הרקפות"
"7000","לוד","191","רוזנבלום דב אלטר"
"7000","לוד","192","פינשטיין משה"
"7000","לוד","193","קני סוף"
"7000","לוד","194","השייטת"
"7000","לוד","195","הסיירים"
"7000","לוד","196","האורנים"
"7000","לוד","197","הוורדים"
"7000","לוד","182","האלנות"
"7000","לוד","183","הצנחנים"
"7000","לוד","184","בן חמו אהרן"
"7000","לוד","185","מידנק אריה"
"7000","לוד","186","האיריס"
"7000","לוד","187","נרקיס"
"7000","לוד","204","כלניות"
"7000","לוד","205","הדקל"
"7000","לוד","206","הרימון"
"7000","לוד","207","פלדמן אהרון"
"7000","לוד","208","ירושלים"
"7000","לוד","209","התבור"
"7000","לוד","27","הרב חורי"
"7000","לוד","28","אשכולית"
"7000","לוד","29","תפוז"
"7000","לוד","177","אחוה"
"7000","לוד","178","הצבר"
"7000","לוד","179","יוספטל גיורא"
"7000","לוד","30","לימון"
"7000","לוד","31","אתרוג"
"7000","לוד","42","דרך משמר נוף"
"7000","לוד","43","סיתונית"
"7000","לוד","44","כרכום"
"7000","לוד","10","הדרים"
"7000","לוד","11","אגוז"
"7000","לוד","12","לילך"
"7000","לוד","5","קהלת ניו-יורק"
"7000","לוד","6","סייפן"
"7000","לוד","7","רותם"
"7000","לוד","8","יקינטון"
"7000","לוד","9","ארז"
"7000","לוד","19","עקיבא סער"
"7000","לוד","20","זית"
"7000","לוד","21","תמר"
"7000","לוד","22","נורית"
"7000","לוד","13","חרצית"
"7000","לוד","14","סיגלית"
"7000","לוד","15","מרגנית"
"7000","לוד","16","סביון"
"7000","לוד","176","גולדברג"
"7000","לוד","33","אשל"
"7000","לוד","34","אפרסק"
"7000","לוד","35","דובדבן"
"7000","לוד","36","אגס"
"7000","לוד","37","שקמה"
"7000","לוד","38","שיטה"
"7000","לוד","106659","שבט יששכר"
"7000","לוד","106660","שבט מנשה"
"7000","לוד","106661","שבט נפתלי"
"7000","לוד","106662","שבט ראובן"
"7000","לוד","106663","שבט שמעון"
"7000","לוד","106664","שד שורץ"
"7000","לוד","720","שורק"
"7000","לוד","711","שמואל"
"7000","לוד","106665","שרה אמנו"
"7000","לוד","105530","בעל התניא"
"7000","לוד","105342","שכ' סחנה"
"7000","לוד","105395","רבינו"
"7000","לוד","117","רח` מ""נ"
"7000","לוד","118","פוגה"
"7000","לוד","119","רח` לג""א"
"7000","לוד","120","שמחוני אסף"
"7000","לוד","121","גרונר דב"
"7000","לוד","122","יצחק שדה"
"7000","לוד","123","סוקולוב"
"7000","לוד","124","כצנלסון"
"7000","לוד","109","טרומפלדור"
"7000","לוד","110","רח` פ""ד"
"7000","לוד","111","רחל המשוררת"
"7000","לוד","112","הלן קלר"
"7000","לוד","113","דבורה הנביאה"
"7000","לוד","114","רח` פ""ב"
"7000","לוד","131","רח` פ""ג"
"7000","לוד","132","רח` פ""א"
"7000","לוד","133","הרוגי מלכות"
"7000","לוד","134","רח` ס""ז"
"7000","לוד","135","רח` ס""ו"
"7000","לוד","136","רח` נד""א"
"7000","לוד","137","רח` נ""ז"
"7000","לוד","143","המפונים"
"7000","לוד","144","גנרל סן מרטין"
"7000","לוד","145","הרב הכהן רפאל"
"7000","לוד","146","הצייר ראובן"
"7000","לוד","156","האמפרי יוברט"
"7000","לוד","157","מבצע יונתן"
"7000","לוד","158","שמעון בר יוחאי"
"7000","לוד","159","הורקנוס"
"7000","לוד","160","צמח צדיק"
"7000","לוד","161","שורץ יוסף"
"7000","לוד","200","ד""ר מרזוק משה"
"7000","לוד","201","רמז דוד"
"7000","לוד","202","אינשטיין אלברט"
"7000","לוד","203","פנקס דוד"
"7000","לוד","220","הדס"
"7000","לוד","221","כרמל"
"7000","לוד","338","גני אביב"
"7000","לוד","308","ניצנים"
"7000","לוד","302","ערוגות"
"7000","לוד","303","תלמים"
"7000","לוד","304","אחידוב"
"7000","לוד","305","עלי כותרת"
"7000","לוד","306","רגבים"
"7000","לוד","333","רח` ת""ח"
"7000","לוד","1","עץ חיים"
"7000","לוד","210","איסקוב"
"7000","לוד","211","נימירובר"
"7000","לוד","212","הוז דב"
"7000","לוד","213","בן חקון"
"7000","לוד","198","התקוה"
"7000","לוד","199","דיזרעאלי"
"7000","לוד","105283","שבט יהודה"
"7000","לוד","782","אבו בקר אל צדיק"
"7000","לוד","106628","אברהם אבינו"
"7000","לוד","733","אברמוביץ שמעון"
"7000","לוד","106629","אחד העם"
"7000","לוד","787","איבן סינא"
"7000","לוד","419","אפטושו"
"7000","לוד","734","בר-לב חיים"
"7000","לוד","106630","גשר לוד"
"7000","לוד","105190","לא פעיל"
"7000","לוד","755","האקליפטוס"
"7000","לוד","106631","הבטיחות"
"7000","לוד","106632","הרב אלישיב"
"7000","לוד","106633","הרב עובדיה יוסף"
"7000","לוד","735","השוטרים"
"7000","לוד","790","חלאד אבן אל ואליד"
"7000","לוד","736","טולדנו ניסים"
"7000","לוד","106634","יחד שבטי ישראל"
"7000","לוד","106635","יעקב אבינו"
"7000","לוד","106636","יצחק אבינו"
"7000","לוד","519","ישיבת חב""ד"
"7000","לוד","106637","לאה אמנו"
"7000","לוד","106638","לח""י"
"7000","לוד","717","לכיש"
"7000","לוד","106639","מוחמד רג'ב חסונה"
"7000","לוד","789","מועאויה אבו ספיאן"
"7000","לוד","738","ממן יוסף"
"7000","לוד","756","מנהרת העיר"
"7000","לוד","106640","מנחם בגין"
"7000","לוד","371","מעון א"
"7000","לוד","422","מעון אקדמאים"
"7000","לוד","370","מעון ב"
"7000","לוד","427","מעון עולים"
"7000","לוד","106641","משה רבינו"
"7000","לוד","724","משושים"
"7000","לוד","416","נדבה יוסף"
"7000","לוד","783","עומר אבן אלכטאב"
"7000","לוד","722","עמוד"
"7000","לוד","725","פרת"
"7000","לוד","545","צוללת דקר"
"7000","לוד","718","קדרון"
"7000","לוד","719","קישון"
"7000","לוד","462","קנמון"
"7000","לוד","6549","קרית הספורט"
"7000","לוד","106642","רבקה אמנו"
"7000","לוד","106643","רח לג"
"7000","לוד","377","רח לל"
"7000","לוד","106644","רח ממ"
"7000","לוד","106645","רח סג"
"7000","לוד","106646","רח סד"
"7000","לוד","106647","רח סה"
"7000","לוד","106648","רח פה"
"7000","לוד","106649","רח פת"
"7000","לוד","106650","רח קד"
"7000","לוד","106651","רח שר"
"7000","לוד","106652","רח תג"
"7000","לוד","106653","רח תד"
"7000","לוד","349","רח תו"
"7000","לוד","106654","רחל אמנו"
"7000","לוד","750","רפאל"
"7000","לוד","106655","שבט אפרים"
"7000","לוד","106656","שבט אשר"
"7000","לוד","106657","שבט גד"
"7000","לוד","106658","שבט זבולון"
"7100","אשקלון","529","ההדרים"
"7100","אשקלון","530","הנשיא"
"7100","אשקלון","531","קפסטט"
"7100","אשקלון","532","הרמון"
"7100","אשקלון","533","השקמה אפרידר"
"7100","אשקלון","518","האשל"
"7100","אשקלון","519","זוננבנד"
"7100","אשקלון","520","התמר"
"7100","אשקלון","521","שד` דרום אפריקה"
"7100","אשקלון","522","יוהנסבורג"
"7100","אשקלון","645","נביעות"
"7100","אשקלון","627","רחבעם זאבי"
"7100","אשקלון","628","משה וובר"
"7100","אשקלון","340","הקיקיון"
"7100","אשקלון","341","הפרג"
"7100","אשקלון","326","הכלנית"
"7100","אשקלון","327","הנרקיס"
"7100","אשקלון","328","הערמון"
"7100","אשקלון","329","הצפצפה"
"7100","אשקלון","330","האלון"
"7100","אשקלון","301","צה""ל"
"7100","אשקלון","651","הברבור"
"7100","אשקלון","652","אלי סיני"
"7100","אשקלון","632","הספינה"
"7100","אשקלון","607","בוסתן"
"7100","אשקלון","647","הרב אריה לוין"
"7100","אשקלון","639","תרשיש"
"7100","אשקלון","618","שדרות התעשיה"
"7100","אשקלון","643","ספיר"
"7100","אשקלון","644","מלכית"
"7100","אשקלון","613","מלון החוף"
"7100","אשקלון","622","אברהם בלסברג"
"7100","אשקלון","615","יצחק חכימי"
"7100","אשקלון","630","המציל היהודי"
"7100","אשקלון","631","חיים סלע"
"7100","אשקלון","620","בת גלים"
"7100","אשקלון","611","ראשון לציון"
"7100","אשקלון","612","זכרון יעקב"
"7100","אשקלון","610","עתניאל"
"7100","אשקלון","623","חגבי הסלע"
"7100","אשקלון","619","תירוש"
"7100","אשקלון","640","האשד"
"7100","אשקלון","608","מלון הולידי אין"
"7100","אשקלון","641","הרב בן שימעון"
"7100","אשקלון","642","הצהלה"
"7100","אשקלון","646","ניסנית"
"7100","אשקלון","648","ברון יורם"
"7100","אשקלון","649","סמטת אבני חן"
"7100","אשקלון","650","דרך היין"
"7100","אשקלון","637","יהונתן פרידן"
"7100","אשקלון","638","מארק שטיפתל"
"7100","אשקלון","621","מבצע חירם"
"7100","אשקלון","636","פעמונית"
"7100","אשקלון","609","מלון גני דן"
"7100","אשקלון","614","קצרין"
"7100","אשקלון","633","פעמונים"
"7100","אשקלון","634","ביקורי הנביא"
"7100","אשקלון","635","גד"
"7100","אשקלון","629","כלא שקמה"
"7100","אשקלון","617","משה"
"7100","אשקלון","616","מעלה הגת"
"7100","אשקלון","626","השורשים"
"7100","אשקלון","624","מעפילי אגוז"
"7100","אשקלון","625","מעלות אשר"
"7100","אשקלון","560","הר חצור"
"7100","אשקלון","561","העוגן"
"7100","אשקלון","562","השייטת"
"7100","אשקלון","563","שמחה הולצברג"
"7100","אשקלון","577","מחניים"
"7100","אשקלון","578","אשתאול"
"7100","אשקלון","579","גבע"
"7100","אשקלון","580","שלה"
"7100","אשקלון","587","בית אל"
"7100","אשקלון","588","התענך"
"7100","אשקלון","589","אשדוד"
"7100","אשקלון","590","זמורה"
"7100","אשקלון","591","דליות"
"7100","אשקלון","592","נווה חוף"
"7100","אשקלון","593","פלוגות"
"7100","אשקלון","594","העינב"
"7100","אשקלון","600","קאפח אהרון"
"7100","אשקלון","595","הגלגל"
"7100","אשקלון","596","המרכבה"
"7100","אשקלון","597","היצול"
"7100","אשקלון","598","הפנינים"
"7100","אשקלון","599","עזרא יסודי"
"7100","אשקלון","541","שביל הלילך"
"7100","אשקלון","548","גמלא"
"7100","אשקלון","549","קיסריה"
"7100","אשקלון","542","לכיש"
"7100","אשקלון","543","ציפורי"
"7100","אשקלון","544","סיני"
"7100","אשקלון","545","פקיעין"
"7100","אשקלון","546","מגידו"
"7100","אשקלון","547","הרב ספו"
"7100","אשקלון","550","היקב"
"7100","אשקלון","551","ככר עתניאל"
"7100","אשקלון","552","הר מירון"
"7100","אשקלון","553","הרב גניש חואטו"
"7100","אשקלון","554","ח""ן"
"7100","אשקלון","555","עמיעוז"
"7100","אשקלון","556","בן יהודה אליעזר"
"7100","אשקלון","558","התקוה"
"7100","אשקלון","559","צוריאל"
"7100","אשקלון","602","ים המלח"
"7100","אשקלון","603","מילכה"
"7100","אשקלון","331","ככר המלך שלמה"
"7100","אשקלון","508","ככר המלך דוד"
"7100","אשקלון","509","ככר שאול המלך"
"7100","אשקלון","510","הברוש"
"7100","אשקלון","511","ככר צפניה"
"7100","אשקלון","512","הגפן"
"7100","אשקלון","513","הדקל אפרידר"
"7100","אשקלון","514","הזמיר"
"7100","אשקלון","515","יהושפט"
"7100","אשקלון","516","שד` ירושלים"
"7100","אשקלון","517","האילן"
"7100","אשקלון","502","החרוב"
"7100","אשקלון","503","האשוח"
"7100","אשקלון","504","הצאלה"
"7100","אשקלון","505","חזקיהו"
"7100","אשקלון","506","השטה"
"7100","אשקלון","507","הזית"
"7100","אשקלון","524","ההרדוף"
"7100","אשקלון","525","מלכי ישראל"
"7100","אשקלון","526","התור"
"7100","אשקלון","527","הסנונית"
"7100","אשקלון","528","הדרור"
"7100","אשקלון","244","חוחית"
"7100","אשקלון","245","אריה"
"7100","אשקלון","411","מנדלי מוכר ספרים"
"7100","אשקלון","428","התנאים"
"7100","אשקלון","429","אברבנאל"
"7100","אשקלון","430","האר""י"
"7100","אשקלון","431","הבעל שם טוב"
"7100","אשקלון","432","הדגל"
"7100","אשקלון","433","יהודה הלוי"
"7100","אשקלון","287","גבעון"
"7100","אשקלון","288","הכרם"
"7100","אשקלון","289","גולומב"
"7100","אשקלון","290","בורוכוב"
"7100","אשקלון","291","סעדיה גאון"
"7100","אשקלון","292","רש""י"
"7100","אשקלון","293","שמאי"
"7100","אשקלון","294","הלל"
"7100","אשקלון","279","אבן עזרא"
"7100","אשקלון","280","רמב""ם"
"7100","אשקלון","281","שבזי"
"7100","אשקלון","282","רמז דוד"
"7100","אשקלון","283","ככר העצמאות"
"7100","אשקלון","284","העבודה"
"7100","אשקלון","130","צין"
"7100","אשקלון","131","מנחם בגין"
"7100","אשקלון","132","יפתח"
"7100","אשקלון","228","הר נבו"
"7100","אשקלון","229","הגליל"
"7100","אשקלון","140","יוסף אליהו טריורס"
"7100","אשקלון","141","סמ` חמד"
"7100","אשקלון","142","דורות משה"
"7100","אשקלון","143","גדעון"
"7100","אשקלון","144","סמ` גלבוע"
"7100","אשקלון","145","פינס"
"7100","אשקלון","146","שביל גרשון"
"7100","אשקלון","246","איילה"
"7100","אשקלון","231","הר תבור"
"7100","אשקלון","232","הר ארבל"
"7100","אשקלון","233","הר כנען"
"7100","אשקלון","234","שביל שפירא יוסף"
"7100","אשקלון","235","ככר סמואל"
"7100","אשקלון","236","סמ` מור"
"7100","אשקלון","139","סמ` כרמל"
"7100","אשקלון","123","דובב"
"7100","אשקלון","124","שניר"
"7100","אשקלון","125","קדומים"
"7100","אשקלון","126","יודפת"
"7100","אשקלון","113","אריאל"
"7100","אשקלון","114","גושן"
"7100","אשקלון","115","עדולם"
"7100","אשקלון","116","גלעד"
"7100","אשקלון","117","כל ישראל חברים"
"7100","אשקלון","118","גנוסר"
"7100","אשקלון","127","החולה"
"7100","אשקלון","128","הבשן"
"7100","אשקלון","129","כנרת"
"7100","אשקלון","15","הירמוך"
"7100","אשקלון","564","אופירה נבון"
"7100","אשקלון","565","דרך הדרום"
"7100","אשקלון","566","העמל"
"7100","אשקלון","567","הצורף"
"7100","אשקלון","557","השונית"
"7100","אשקלון","606","התותחנים"
"7100","אשקלון","605","ביכורי ענבים"
"7100","אשקלון","212","השוטר"
"7100","אשקלון","213","הורדוס"
"7100","אשקלון","214","אצ""ל"
"7100","אשקלון","215","תגר עליזה"
"7100","אשקלון","216","בדולח"
"7100","אשקלון","217","ברקת"
"7100","אשקלון","348","שכם"
"7100","אשקלון","349","מונטיפיורי"
"7100","אשקלון","350","טרומפלדור"
"7100","אשקלון","351","הבנים"
"7100","אשקלון","352","ברנשטיין פרץ"
"7100","אשקלון","364","יותם"
"7100","אשקלון","365","מלכה"
"7100","אשקלון","366","תרצה"
"7100","אשקלון","367","העשת"
"7100","אשקלון","368","החשמל"
"7100","אשקלון","369","האומן"
"7100","אשקלון","370","שביל נהרדעא"
"7100","אשקלון","371","חזון איש"
"7100","אשקלון","372","שורק"
"7100","אשקלון","373","סנש חנה"
"7100","אשקלון","358","יואב"
"7100","אשקלון","359","ישי"
"7100","אשקלון","360","יכין"
"7100","אשקלון","361","משולם מור"
"7100","אשקלון","434","חתם סופר"
"7100","אשקלון","435","איגר עקיבא"
"7100","אשקלון","436","גרופר יעקב"
"7100","אשקלון","437","שפינוזה"
"7100","אשקלון","422","חפני"
"7100","אשקלון","423","אלקנה"
"7100","אשקלון","424","פנחס"
"7100","אשקלון","425","לאה"
"7100","אשקלון","426","חיים ויצמן"
"7100","אשקלון","427","האמהות"
"7100","אשקלון","444","המלכה אסתר"
"7100","אשקלון","445","אבישג"
"7100","אשקלון","446","ברוריה"
"7100","אשקלון","447","ילתא"
"7100","אשקלון","448","הנגר"
"7100","אשקלון","449","החרט"
"7100","אשקלון","450","המסגר"
"7100","אשקלון","451","יפתח הגלעדי"
"7100","אשקלון","452","אסף הרופא"
"7100","אשקלון","453","בית השואבה"
"7100","אשקלון","438","חב""ד"
"7100","אשקלון","439","יבנה"
"7100","אשקלון","440","ינוקא"
"7100","אשקלון","441","הגר""א"
"7100","אשקלון","442","נעמי"
"7100","אשקלון","443","יוכבד"
"7100","אשקלון","460","אלישבע"
"7100","אשקלון","461","אביגיל"
"7100","אשקלון","462","חולדה הנביאה"
"7100","אשקלון","463","יהודית"
"7100","אשקלון","80","נורדאו"
"7100","אשקלון","74","אחד העם"
"7100","אשקלון","75","אלקלעי"
"7100","אשקלון","238","נמר"
"7100","אשקלון","239","נחליאלי"
"7100","אשקלון","240","נוה שלום"
"7100","אשקלון","241","לביאה"
"7100","אשקלון","242","יהדות בריטניה"
"7100","אשקלון","243","חסידה"
"7100","אשקלון","405","בן שטח"
"7100","אשקלון","409","י""ל פרץ"
"7100","אשקלון","410","שלום עליכם"
"7100","אשקלון","269","האורים"
"7100","אשקלון","270","רמת אשכול"
"7100","אשקלון","271","בן זכאי"
"7100","אשקלון","272","ניל""י"
"7100","אשקלון","273","אבן השתיה"
"7100","אשקלון","274","בן עזריה"
"7100","אשקלון","275","כצנלסון"
"7100","אשקלון","276","בית המשפט"
"7100","אשקלון","277","אוסישקין"
"7100","אשקלון","278","נחל"
"7100","אשקלון","263","א""ד גורדון"
"7100","אשקלון","264","סולד הנרייטה"
"7100","אשקלון","265","הפלמ""ח"
"7100","אשקלון","266","החלוץ"
"7100","אשקלון","267","הגדנ""ע"
"7100","אשקלון","268","ההגנה"
"7100","אשקלון","285","הגדוד העברי"
"7100","אשקלון","286","יריחו"
"7100","אשקלון","412","ז`בוטינסקי"
"7100","אשקלון","413","סמולנסקין"
"7100","אשקלון","414","יוספטל"
"7100","אשקלון","415","קורצ`ק"
"7100","אשקלון","416","צור אפרים"
"7100","אשקלון","417","שבט סופר"
"7100","אשקלון","418","כתב סופר"
"7100","אשקלון","419","ברגסון"
"7100","אשקלון","420","ביאליק"
"7100","אשקלון","421","טשרניחובסקי"
"7100","אשקלון","406","ההסתדרות"
"7100","אשקלון","407","הרב עוזיאל"
"7100","אשקלון","408","חיד""א"
"7100","אשקלון","604","חט' עציוני"
"7100","אשקלון","1","בלפור"
"7100","אשקלון","7","סמטת הפורצים"
"7100","אשקלון","9","הירדן"
"7100","אשקלון","11","הירקון"
"7100","אשקלון","353","אלעד"
"7100","אשקלון","354","אלבז"
"7100","אשקלון","355","האופן"
"7100","אשקלון","356","הכישור"
"7100","אשקלון","357","אהבת שלום"
